question,k,gold_chunk_ids,retrieved_chunk_ids,first_hit_rank,hit,hit_rate
Which book is published by Cambridge University Press?,5,PPT_13 fallacies LALT2012_page_010_p10_c1,"PPT_13 fallacies LALT2012_page_010_p10_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,PPT_13 fallacies LALT2012_page_010_p10_c1,docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5_p5_c0,docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5_p5_c4",3,True,1.0
What is the main topic of the document fragment?,1,PPT_1637904769_page_001_p1_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c5,0,False,0.0
What is the main topic of the document fragment?,3,PPT_1637904769_page_001_p1_c0,"docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c5,eastmoney_f4848e9d70d37f406f54c714024c5ef002832a1bf64290aa5c163665887a3e55.pdf_5_p5_c0,jiaocaineedrop_jiaocai_needrop_en_3399_p3399_c0",0,False,0.0
What is the main topic of the document fragment?,5,PPT_1637904769_page_001_p1_c0,"docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c5,eastmoney_f4848e9d70d37f406f54c714024c5ef002832a1bf64290aa5c163665887a3e55.pdf_5_p5_c0,jiaocaineedrop_jiaocai_needrop_en_3399_p3399_c0,magazine_TheEconomist.2024.03.09_page_079_p79_c0,newspaper_d7fe1132386670993aae3dabc6247bc9_1_p1_c0",0,False,0.0
What is the purpose of English communication?,1,PPT_1637904769_page_002_p2_c0,PPT_1637904769_page_002_p2_c0,1,True,1.0
What is the purpose of English communication?,3,PPT_1637904769_page_002_p2_c0,"PPT_1637904769_page_002_p2_c0,PPT_1637904769_page_008_p8_c0,jiaocaineedrop_jiaocai_needrop_en_443_p443_c1",1,True,1.0
What is the purpose of English communication?,5,PPT_1637904769_page_002_p2_c0,"PPT_1637904769_page_002_p2_c0,PPT_1637904769_page_008_p8_c0,jiaocaineedrop_jiaocai_needrop_en_443_p443_c1,PPT_BaharMartonosi_page_010_p10_c0,PPT_1001115_eng_page_005_p5_c0",1,True,1.0
What is one of the objectives of teaching English?,1,PPT_1637904769_page_008_p8_c0,PPT_1637904769_page_008_p8_c0,1,True,1.0
What is one of the objectives of teaching English?,3,PPT_1637904769_page_008_p8_c0,"PPT_1637904769_page_008_p8_c0,PPT_1637904769_page_001_p1_c0,PPT_1637904769_page_017_p17_c1",1,True,1.0
What is one of the objectives of teaching English?,5,PPT_1637904769_page_008_p8_c0,"PPT_1637904769_page_008_p8_c0,PPT_1637904769_page_001_p1_c0,PPT_1637904769_page_017_p17_c1,PPT_1637904769_page_017_p17_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0",1,True,1.0
What should the syllabus and texts focus on according to the document?,1,PPT_1637904769_page_017_p17_c0,PPT_1637904769_page_017_p17_c0,1,True,1.0
What should the syllabus and texts focus on according to the document?,3,PPT_1637904769_page_017_p17_c0,"PPT_1637904769_page_017_p17_c0,jiaocaineedrop_jiaocai_needrop_en_1358_p1358_c0,jiaocaineedrop_jiaocai_needrop_en_2193_p2193_c0",1,True,1.0
What should the syllabus and texts focus on according to the document?,5,PPT_1637904769_page_017_p17_c0,"PPT_1637904769_page_017_p17_c0,jiaocaineedrop_jiaocai_needrop_en_1358_p1358_c0,jiaocaineedrop_jiaocai_needrop_en_2193_p2193_c0,jiaocaineedrop_jiaocai_needrop_en_922_p922_c0,jiaocaineedrop_jiaocai_needrop_en_2002_p2002_c1",1,True,1.0
What should teachers create to encourage students to learn English voluntarily?,1,PPT_1637904769_page_017_p17_c1,PPT_1637904769_page_017_p17_c1,1,True,1.0
What should teachers create to encourage students to learn English voluntarily?,3,PPT_1637904769_page_017_p17_c1,"PPT_1637904769_page_017_p17_c1,PPT_1637904769_page_017_p17_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c2",1,True,1.0
What should teachers create to encourage students to learn English voluntarily?,5,PPT_1637904769_page_017_p17_c1,"PPT_1637904769_page_017_p17_c1,PPT_1637904769_page_017_p17_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c2,PPT_esea-app101_page_003_p3_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1",1,True,1.0
What is the Modern English equivalent of the Old English fót?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,1,True,1.0
What is the Modern English equivalent of the Old English fót?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,jiaocaineedrop_jiaocai_needrop_en_429_p429_c2,notes_f7f010b78016aeebd76e56d9283eb67f_71_p71_c0",1,True,1.0
What is the Modern English equivalent of the Old English fót?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,jiaocaineedrop_jiaocai_needrop_en_429_p429_c2,notes_f7f010b78016aeebd76e56d9283eb67f_71_p71_c0,PPT_EnglishtoAmericanTransition_page_016_p16_c0,newspaper_Daily Star 2025-1-8@magazinesclubnew_page_060_p60_c11",1,True,1.0
What is the source of the data in Table 1?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,scihub_ijcac.2012040101.pdf_5_p5_c0,0,False,0.0
What is the source of the data in Table 1?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,"scihub_ijcac.2012040101.pdf_5_p5_c0,docstructbench_llm-raw-scihub-o.O-s10653-010-9369-8.pdf_11_p11_c3,scihub_md.0000000000002934.pdf_0_p0_c4",0,False,0.0
What is the source of the data in Table 1?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,"scihub_ijcac.2012040101.pdf_5_p5_c0,docstructbench_llm-raw-scihub-o.O-s10653-010-9369-8.pdf_11_p11_c3,scihub_md.0000000000002934.pdf_0_p0_c4,docstructbench_llm-raw-the-eye-o.O-Character%20Sheet%20-%20Form%20Fillable.pdf_2_p2_c0,scihub_gbe%2Fevaa098.pdf_0_p0_c3",0,False,0.0
What is the ending for the 3rd person in Latin?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c1,1,True,1.0
What is the ending for the 3rd person in Latin?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c1,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c1,exam_paper_2004-2019上海高考英语听力原文和答案_page_017_p17_c0,PPT_EnglishtoAmericanTransition_page_009_p9_c0",1,True,1.0
What is the ending for the 3rd person in Latin?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c1,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c1,exam_paper_2004-2019上海高考英语听力原文和答案_page_017_p17_c0,PPT_EnglishtoAmericanTransition_page_009_p9_c0,jiaocaineedrop_eng_gls.pdf_6_p6_c3,jiaocaineedrop_biz-96816.pdf_48_p48_c5",1,True,1.0
What does the Turkish construction çayiçtik mean?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,1,True,1.0
What does the Turkish construction çayiçtik mean?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c6,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c14",1,True,1.0
What does the Turkish construction çayiçtik mean?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c6,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c14,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c5,docstructbench_dianzishu_zhongwenzaixian-o.O-61518266.pdf_149_p149_c13",1,True,1.0
How many combinations did not occur in Jack Hawkins' sample?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,1,True,1.0
How many combinations did not occur in Jack Hawkins' sample?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,scihub_j.jallcom.2003.09.015.pdf_1_p1_c4,docstructbench_llm-raw-scihub-o.O-ceat.200600410.pdf_8_p8_c6",1,True,1.0
How many combinations did not occur in Jack Hawkins' sample?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,scihub_j.jallcom.2003.09.015.pdf_1_p1_c4,docstructbench_llm-raw-scihub-o.O-ceat.200600410.pdf_8_p8_c6,book_en_国外数学教材-An Excursion through Elementary Mathematics（初等数学漫游）-An excursion through elementary mathematics, Vol.3 (Caminha Muniz Neto A)_0035_p35_c3,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014_p14_c10",1,True,1.0
Which slide provider is mentioned in the document fragment?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,1,True,1.0
Which slide provider is mentioned in the document fragment?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,jiaocaineedrop_jiaocai_needrop_en_2444_p2444_c0",1,True,1.0
Which slide provider is mentioned in the document fragment?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,jiaocaineedrop_jiaocai_needrop_en_2444_p2444_c0,yanbaopptmerge_e3b48594d5a2a6dc86b51244737f24867a0c1781e9f0e4fb52d96bbc6f9d95c7.pdf_3_p3_c14,PPT_BaharMartonosi_page_006_p6_c0",1,True,1.0
Who provided the slide about Monitor Characteristic Curve?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,1,True,1.0
Who provided the slide about Monitor Characteristic Curve?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,docstructbench_llm-raw-scihub-o.O-s0167-8655%2800%2900107-0.pdf_6_p6_c0",1,True,1.0
Who provided the slide about Monitor Characteristic Curve?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,docstructbench_llm-raw-scihub-o.O-s0167-8655%2800%2900107-0.pdf_6_p6_c0,yanbaopptmerge_aec1bf4ddb8fb4996b0512e90b3bfb31c9b151919f5d7b4a4f658f4b1f762b9e.pdf_2_p2_c0,eastmoney_df74f4c5f5f8c96ec2c051d34ea5c51686a45b2f1822b2d94982f84c81d25aa3.pdf_17_p17_c0",1,True,1.0
What is the output of the Grayscale Standard Display Function?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,1,True,1.0
What is the output of the Grayscale Standard Display Function?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,PPT_MMAT5390Lecture1_page_023_p23_c0,PPT_MMAT5390Lecture1_page_024_p24_c0",1,True,1.0
What is the output of the Grayscale Standard Display Function?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,PPT_MMAT5390Lecture1_page_023_p23_c0,PPT_MMAT5390Lecture1_page_024_p24_c0,docstructbench_llm-raw-scihub-o.O-s00348-006-0148-3.pdf_5_p5_c1,exam_paper_en-file-putnam-archive_2005_Solutions_2005s_page_007_p7_c1",1,True,1.0
What is the status of color support in medical imaging devices?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,1,True,1.0
What is the status of color support in medical imaging devices?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,docstructbench_llm-raw-scihub-o.O-j.chroma.2005.11.024.pdf_7_p7_c7,docstructbench_llm-raw-scihub-o.O-j.chroma.2005.08.021.pdf_7_p7_c2",1,True,1.0
What is the status of color support in medical imaging devices?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,docstructbench_llm-raw-scihub-o.O-j.chroma.2005.11.024.pdf_7_p7_c7,docstructbench_llm-raw-scihub-o.O-j.chroma.2005.08.021.pdf_7_p7_c2,yanbaopptmerge_7c6e8be0695a66c716176c95257a76e940f7d08d8227b37e9ee47142eca6b448.pdf_5_p5_c6,docstructbench_llm-raw-scihub-o.O-chem.200701981.pdf_9_p9_c7",1,True,1.0
What is the benefit of giving a good talk?,1,PPT_BaharMartonosi_page_002_p2_c0,PPT_BaharMartonosi_page_002_p2_c0,1,True,1.0
What is the benefit of giving a good talk?,3,PPT_BaharMartonosi_page_002_p2_c0,"PPT_BaharMartonosi_page_002_p2_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1,jiaocaineedrop_jiaocai_needrop_en_1303_p1303_c1",1,True,1.0
What is the benefit of giving a good talk?,5,PPT_BaharMartonosi_page_002_p2_c0,"PPT_BaharMartonosi_page_002_p2_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1,jiaocaineedrop_jiaocai_needrop_en_1303_p1303_c1,newspaper_9eafddb83b0f7f99c42ff364b080e2c1_1_p1_c8,PPT_BaharMartonosi_page_005_p5_c0",1,True,1.0
What should you do if time is short during a talk?,1,PPT_BaharMartonosi_page_005_p5_c0,PPT_BaharMartonosi_page_005_p5_c0,1,True,1.0
What should you do if time is short during a talk?,3,PPT_BaharMartonosi_page_005_p5_c0,"PPT_BaharMartonosi_page_005_p5_c0,PPT_BaharMartonosi_page_008_p8_c0,exam_paper_2016年安徽省中考英语试题（解析）_page_003_p3_c0",1,True,1.0
What should you do if time is short during a talk?,5,PPT_BaharMartonosi_page_005_p5_c0,"PPT_BaharMartonosi_page_005_p5_c0,PPT_BaharMartonosi_page_008_p8_c0,exam_paper_2016年安徽省中考英语试题（解析）_page_003_p3_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c2,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",1,True,1.0
What is the purpose of the background section in the project talk outline?,1,PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_006_p6_c0,1,True,1.0
What is the purpose of the background section in the project talk outline?,3,PPT_BaharMartonosi_page_006_p6_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1",1,True,1.0
What is the purpose of the background section in the project talk outline?,5,PPT_BaharMartonosi_page_006_p6_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c4,yanbaor2_0a47b1d6b03103a249101f13e89f2226a273a75378d8110d46eb42c1cfa65ffd.pdf_10_p10_c0",1,True,1.0
What is the main body of the talk according to the outline?,1,PPT_BaharMartonosi_page_007_p7_c0,PPT_BaharMartonosi_page_007_p7_c0,1,True,1.0
What is the main body of the talk according to the outline?,3,PPT_BaharMartonosi_page_007_p7_c0,"PPT_BaharMartonosi_page_007_p7_c0,PPT_BaharMartonosi_page_006_p6_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1",1,True,1.0
What is the main body of the talk according to the outline?,5,PPT_BaharMartonosi_page_007_p7_c0,"PPT_BaharMartonosi_page_007_p7_c0,PPT_BaharMartonosi_page_006_p6_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1,exam_paper_2004-2019上海高考英语听力原文和答案_page_002_p2_c3,PPT_BaharMartonosi_page_008_p8_c0",1,True,1.0
What should be done to make the audience want to learn more?,1,PPT_BaharMartonosi_page_008_p8_c0,PPT_BaharMartonosi_page_008_p8_c0,1,True,1.0
What should be done to make the audience want to learn more?,3,PPT_BaharMartonosi_page_008_p8_c0,"PPT_BaharMartonosi_page_008_p8_c0,book_en_搬书匠-3289-The Successful Software Manager-2019-英文版_page_241_p241_c3,PPT_1637904769_page_017_p17_c0",1,True,1.0
What should be done to make the audience want to learn more?,5,PPT_BaharMartonosi_page_008_p8_c0,"PPT_BaharMartonosi_page_008_p8_c0,book_en_搬书匠-3289-The Successful Software Manager-2019-英文版_page_241_p241_c3,PPT_1637904769_page_017_p17_c0,newspaper_USAToday-2025-01-08@magazinesclubnew_page_024_p24_c13,PPT_1637904769_page_017_p17_c1",1,True,1.0
What is the purpose of communicating ideas according to the text?,1,PPT_BaharMartonosi_page_010_p10_c0,PPT_BaharMartonosi_page_010_p10_c0,1,True,1.0
What is the purpose of communicating ideas according to the text?,3,PPT_BaharMartonosi_page_010_p10_c0,"PPT_BaharMartonosi_page_010_p10_c0,PPT_english-studies-s6-on-the-road-resource-3_page_003_p3_c0,jiaocaineedrop_jiaocai_needrop_en_1249_p1249_c4",1,True,1.0
What is the purpose of communicating ideas according to the text?,5,PPT_BaharMartonosi_page_010_p10_c0,"PPT_BaharMartonosi_page_010_p10_c0,PPT_english-studies-s6-on-the-road-resource-3_page_003_p3_c0,jiaocaineedrop_jiaocai_needrop_en_1249_p1249_c4,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,jiaocaineedrop_jiaocai_needrop_en_1836_p1836_c0",1,True,1.0
