question,k,gold_chunk_ids,retrieved_chunk_ids,first_hit_rank,hit,hit_rate
What is a prisoner point according to the document fragment?,3,jiaocaineedrop_glossary.pdf_7_p7_c0,"jiaocaineedrop_glossary.pdf_7_p7_c0,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014_p14_c2,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",1,True,1.0
What is a prisoner point according to the document fragment?,5,jiaocaineedrop_glossary.pdf_7_p7_c0,"jiaocaineedrop_glossary.pdf_7_p7_c0,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014_p14_c2,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1,magazine_TheEconomist.2024.03.02_page_075_p75_c3,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",1,True,1.0
What is the general equation of a rectangular hyperbola?,1,jiaocaineedrop_glossary.pdf_7_p7_c1,jiaocaineedrop_glossary.pdf_7_p7_c1,1,True,1.0
What is the general equation of a rectangular hyperbola?,3,jiaocaineedrop_glossary.pdf_7_p7_c1,"jiaocaineedrop_glossary.pdf_7_p7_c1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",1,True,1.0
What is the general equation of a rectangular hyperbola?,5,jiaocaineedrop_glossary.pdf_7_p7_c1,"jiaocaineedrop_glossary.pdf_7_p7_c1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1,docstructbench_dianzishu_zhongwenzaixian-o.O-60403612.pdf_179_p179_c0,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",1,True,1.0
What is a row matrix defined as in the document fragment?,1,jiaocaineedrop_glossary.pdf_7_p7_c2,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c0,0,False,0.0
What is a row matrix defined as in the document fragment?,3,jiaocaineedrop_glossary.pdf_7_p7_c2,"book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c0,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0035_p35_c0,PPT_lay_linalg5_01_05_page_004_p4_c0",0,False,0.0
What is a row matrix defined as in the document fragment?,5,jiaocaineedrop_glossary.pdf_7_p7_c2,"book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c0,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0035_p35_c0,PPT_lay_linalg5_01_05_page_004_p4_c0,jiaocaineedrop_glossary.pdf_7_p7_c2,exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c2",4,True,1.0
What is the value of n in terms of k?,1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c0,exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c0,0,False,0.0
What is the value of n in terms of k?,3,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c0,"exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-60403612.pdf_179_p179_c0,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003_p3_c1",0,False,0.0
What is the value of n in terms of k?,5,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c0,"exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-60403612.pdf_179_p179_c0,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003_p3_c1,exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c0",0,False,0.0
"What is the number of mediocre subsets of $\{1,\ldots,n+2\}$ containing the endpoints?",1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c2,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c1,0,False,0.0
"What is the number of mediocre subsets of $\{1,\ldots,n+2\}$ containing the endpoints?",3,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c2,"exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c2,exam_paper_en-file-putnam-archive_1996_Solutions_1996s_page_002_p2_c5",2,True,1.0
"What is the number of mediocre subsets of $\{1,\ldots,n+2\}$ containing the endpoints?",5,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c2,"exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c2,exam_paper_en-file-putnam-archive_1996_Solutions_1996s_page_002_p2_c5,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c0,exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_001_p1_c1",2,True,1.0
What is the condition for a polynomial P to be balanced?,1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c3,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c3,1,True,1.0
What is the condition for a polynomial P to be balanced?,3,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c3,"exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c3,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003_p3_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c3",1,True,1.0
What is the condition for a polynomial P to be balanced?,5,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c3,"exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c3,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003_p3_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c3,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_002_p2_c3,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",1,True,1.0
What happens to the contributions to the integral from θ and θ + π?,1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c4,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c4,1,True,1.0
What happens to the contributions to the integral from θ and θ + π?,3,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c4,"exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",1,True,1.0
What happens to the contributions to the integral from θ and θ + π?,5,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c4,"exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1,docstructbench_llm-raw-scihub-o.O-j.physletb.2004.11.060.pdf_2_p2_c3,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",1,True,1.0
What is the dimension of V according to the formula provided?,1,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c0,0,False,0.0
What is the dimension of V according to the formula provided?,3,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,"exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c0,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",2,True,1.0
What is the dimension of V according to the formula provided?,5,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,"exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c0,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c5,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1,PPT_StewartCalcET7e_03_02_page_007_p7_c0,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",2,True,1.0
What is the condition for the ratio $ A_{n+1}/A_n $?,1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c0,exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_001_p1_c0,0,False,0.0
What is the condition for the ratio $ A_{n+1}/A_n $?,3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c0,"exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_001_p1_c0,exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c4,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c1",0,False,0.0
What is the condition for the ratio $ A_{n+1}/A_n $?,5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c0,"exam_paper_en-file-putnam-archive_2002_Solutions_2002s_page_001_p1_c0,exam_paper_en-file-putnam-archive_2006_Solutions_2006s_page_006_p6_c4,exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003_p3_c1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c0,exam_paper_en-file-putnam-archive_2011_Solutions_2011s_page_002_p2_c1",4,True,1.0
What is the result of the determinant calculation for the given matrix rows?,1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c0,0,False,0.0
What is the result of the determinant calculation for the given matrix rows?,3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,"book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c0,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c1",2,True,1.0
What is the result of the determinant calculation for the given matrix rows?,5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,"book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c0,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c1,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0242_p242_c1,book_en_国外数学教材-非数学专业教材-线性代数-Gilbert Strang—Linear Algebra and Its Applications 4e_0035_p35_c0,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",2,True,1.0
What is the equation that L satisfies?,1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c2,exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_001_p1_c0,0,False,0.0
What is the equation that L satisfies?,3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c2,"exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_001_p1_c0,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c2,exam_paper_en-file-putnam-archive_2012_Solutions_2012s_page_001_p1_c3",2,True,1.0
What is the equation that L satisfies?,5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c2,"exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_001_p1_c0,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c2,exam_paper_en-file-putnam-archive_2012_Solutions_2012s_page_001_p1_c3,exam_paper_en-file-putnam-archive_2000_Solutions_2000s_page_001_p1_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1",2,True,1.0
What is the value of a pile of 6 in the game?,1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,0,False,0.0
What is the value of a pile of 6 in the game?,3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,"exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,jiaocaineedrop_Evans_PDE_Solution_Chapter_6_Second-Order_Elliptic_Equations.pdf_5_p5_c2",2,True,1.0
What is the value of a pile of 6 in the game?,5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,"exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,jiaocaineedrop_Evans_PDE_Solution_Chapter_6_Second-Order_Elliptic_Equations.pdf_5_p5_c2,jiaocaineedrop_Chapter9.pdf_46_p46_c0,jiaocaineedrop_jiaocai_needrop_en_2518_p2518_c0",2,True,1.0
"What is the nim-value of the starting position with piles of 3, 4, 5, 6?",1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,1,True,1.0
"What is the nim-value of the starting position with piles of 3, 4, 5, 6?",3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,"exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,jiaocaineedrop_Evans_PDE_Solution_Chapter_6_Second-Order_Elliptic_Equations.pdf_5_p5_c2",1,True,1.0
"What is the nim-value of the starting position with piles of 3, 4, 5, 6?",5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,"exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c4,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c3,jiaocaineedrop_Evans_PDE_Solution_Chapter_6_Second-Order_Elliptic_Equations.pdf_5_p5_c2,jiaocaineedrop_Chapter9.pdf_46_p46_c0,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014_p14_c0",1,True,1.0
What equation does the left side equal for some n?,1,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c5,1,True,1.0
What equation does the left side equal for some n?,3,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c5,"exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c5,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0,exam_paper_en-file-putnam-archive_1998_Solutions_1998s_page_002_p2_c5",1,True,1.0
What equation does the left side equal for some n?,5,exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c5,"exam_paper_en-file-putnam-archive_1995_Solutions_1995s_page_002_p2_c5,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0,exam_paper_en-file-putnam-archive_1998_Solutions_1998s_page_002_p2_c5,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003_p3_c4,exam_paper_en-file-putnam-archive_1999_Solutions_1999s_page_003_p3_c2",1,True,1.0
Which herbs may increase CNS depression?,1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c0,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c0,1,True,1.0
Which herbs may increase CNS depression?,3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c0,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c0,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,jiaocaineedrop_Chapter9.pdf_46_p46_c0",1,True,1.0
Which herbs may increase CNS depression?,5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c0,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c0,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,jiaocaineedrop_Chapter9.pdf_46_p46_c0,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,yanbaopptmerge_yanbaoPPT_5945_p5945_c0",1,True,1.0
What lab values may increase due to this condition?,1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,1,True,1.0
What lab values may increase due to this condition?,3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c1,scihub_bloodadvances.2019030924.pdf_3_p3_c1",1,True,1.0
What lab values may increase due to this condition?,5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c1,scihub_bloodadvances.2019030924.pdf_3_p3_c1,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0,scihub_bloodadvances.2019030924.pdf_3_p3_c0",1,True,1.0
What is the initial dose for adults with schizophrenia when starting immediate-release tablets?,1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,1,True,1.0
What is the initial dose for adults with schizophrenia when starting immediate-release tablets?,3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",1,True,1.0
What is the initial dose for adults with schizophrenia when starting immediate-release tablets?,5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,jiaocaineedrop_biz-96816.pdf_48_p48_c1",1,True,1.0
What is the initial dose for adults and elderly for immediate-release on day 1?,1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,1,True,1.0
What is the initial dose for adults and elderly for immediate-release on day 1?,3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4",1,True,1.0
What is the initial dose for adults and elderly for immediate-release on day 1?,5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,scihub_bloodadvances.2019030924.pdf_3_p3_c1,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",1,True,1.0
What is the initial dose for Extended-Release on day 1 for adults and elderly in Depression in Bipolar Disorder?,1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,1,True,1.0
What is the initial dose for Extended-Release on day 1 for adults and elderly in Depression in Bipolar Disorder?,3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2",1,True,1.0
What is the initial dose for Extended-Release on day 1 for adults and elderly in Depression in Bipolar Disorder?,5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c4,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,docstructbench_llm-raw-scihub-o.O-hup.908.pdf_5_p5_c3,yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159_p159_c1",1,True,1.0
What is the trade name of the High Alert drug?,1,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c5,1,True,1.0
What is the trade name of the High Alert drug?,3,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c5,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_018_p18_c2",1,True,1.0
What is the trade name of the High Alert drug?,5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c5,"docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c5,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c2,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_018_p18_c2,docstructbench_enbook-zlib-o.O-19221575.pdf_1173_p1173_c3,exam_paper_2004-2019上海高考英语听力原文和答案_page_017_p17_c3",1,True,1.0
What is the meaning of 'any' as a determiner and pronoun?,1,color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_010_p10_c0,color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_010_p10_c0,1,True,1.0
What is the meaning of 'any' as a determiner and pronoun?,3,color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_010_p10_c0,"color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_010_p10_c0,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0,notes_f7f010b78016aeebd76e56d9283eb67f_27_p27_c0",1,True,1.0
What is the meaning of 'any' as a determiner and pronoun?,5,color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_010_p10_c0,"color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_010_p10_c0,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0,notes_f7f010b78016aeebd76e56d9283eb67f_27_p27_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c3,exam_paper_2004-2019上海高考英语听力原文和答案_page_017_p17_c0",1,True,1.0
