question,k,gold_chunk_ids,retrieved_chunk_ids,first_hit_rank,hit,hit_rate
What should students ask their professors to correct?,5,PPT_1001115_eng_page_011_p11_c1,"PPT_1001115_eng_page_011_p11_c1,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1,yanbaopptmerge_yanbaoPPT_4630_p4630_c1,notes_1ba14cb325bc448f7201b20502ecf2b5_126_p126_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1",1,True,1.0
What is the link to the English phonetics resource?,1,PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_015_p15_c0,1,True,1.0
What is the link to the English phonetics resource?,3,PPT_1001115_eng_page_015_p15_c0,"PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_011_p11_c0,jiaocaineedrop_jiaocai_needrop_en_429_p429_c0",1,True,1.0
What is the link to the English phonetics resource?,5,PPT_1001115_eng_page_015_p15_c0,"PPT_1001115_eng_page_015_p15_c0,PPT_1001115_eng_page_011_p11_c0,jiaocaineedrop_jiaocai_needrop_en_429_p429_c0,jiaocaineedrop_jiaocai_needrop_en_443_p443_c0,notes_f7f010b78016aeebd76e56d9283eb67f_6_p6_c0",1,True,1.0
What is one important factor in language proficiency according to the text?,1,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,1,True,1.0
What is one important factor in language proficiency according to the text?,3,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,"PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_1001115_eng_page_005_p5_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0",1,True,1.0
What is one important factor in language proficiency according to the text?,5,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,"PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_1001115_eng_page_005_p5_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,PPT_english-studies-s6-on-the-road-resource-3_page_002_p2_c0,PPT_english-guidelines-for-humanities-students.zp199743_page_002_p2_c0",1,True,1.0
What did Yilmaz 2011 examine regarding Turkish teachers' perceptions?,1,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,1,True,1.0
What did Yilmaz 2011 examine regarding Turkish teachers' perceptions?,3,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,"PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,scihub_ijop.12033.pdf_5_p5_c7,PPT_13 fallacies LALT2012_page_009_p9_c0",1,True,1.0
What did Yilmaz 2011 examine regarding Turkish teachers' perceptions?,5,PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,"PPT_11.2013EvaluatingTraineeteacherproficiency_page_029_p29_c0,scihub_ijop.12033.pdf_5_p5_c7,PPT_13 fallacies LALT2012_page_009_p9_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0",1,True,1.0
What was the title of the meeting held in December 2012?,1,PPT_13 fallacies LALT2012_page_001_p1_c0,newspaper_571a946262006cd89199b67353c408b8_1_p1_c1,0,False,0.0
What was the title of the meeting held in December 2012?,3,PPT_13 fallacies LALT2012_page_001_p1_c0,"newspaper_571a946262006cd89199b67353c408b8_1_p1_c1,newspaper_2a645bfcbcd473423581cd9f1ceb778e_1_p1_c1,magazine_TheEconomist.2023.12.16_page_049_p49_c1",0,False,0.0
What was the title of the meeting held in December 2012?,5,PPT_13 fallacies LALT2012_page_001_p1_c0,"newspaper_571a946262006cd89199b67353c408b8_1_p1_c1,newspaper_2a645bfcbcd473423581cd9f1ceb778e_1_p1_c1,magazine_TheEconomist.2023.12.16_page_049_p49_c1,newspaper_d6cd76e5afe881630173bd4921531a4b_1_p1_c3,newspaper_571a946262006cd89199b67353c408b8_1_p1_c2",0,False,0.0
What term describes the deep-rooted bias in British culture and among language teachers towards native English speakers?,1,PPT_13 fallacies LALT2012_page_009_p9_c0,PPT_13 fallacies LALT2012_page_009_p9_c0,1,True,1.0
What term describes the deep-rooted bias in British culture and among language teachers towards native English speakers?,3,PPT_13 fallacies LALT2012_page_009_p9_c0,"PPT_13 fallacies LALT2012_page_009_p9_c0,PPT_13 fallacies LALT2012_page_010_p10_c0,PPT_1637904769_page_017_p17_c0",1,True,1.0
What term describes the deep-rooted bias in British culture and among language teachers towards native English speakers?,5,PPT_13 fallacies LALT2012_page_009_p9_c0,"PPT_13 fallacies LALT2012_page_009_p9_c0,PPT_13 fallacies LALT2012_page_010_p10_c0,PPT_1637904769_page_017_p17_c0,PPT_EnglishtoAmericanTransition_page_003_p3_c0,newspaper_TheGuardianUS-2025-1-8@magazinesclubnew_page_033_p33_c10",1,True,1.0
Which book is published by Cambridge University Press according to the references?,1,PPT_13 fallacies LALT2012_page_010_p10_c0,PPT_13 fallacies LALT2012_page_010_p10_c0,1,True,1.0
Which book is published by Cambridge University Press according to the references?,3,PPT_13 fallacies LALT2012_page_010_p10_c0,"PPT_13 fallacies LALT2012_page_010_p10_c0,docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5_p5_c2,docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5_p5_c0",1,True,1.0
Which book is published by Cambridge University Press according to the references?,5,PPT_13 fallacies LALT2012_page_010_p10_c0,"PPT_13 fallacies LALT2012_page_010_p10_c0,docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5_p5_c2,docstructbench_llm-raw-scihub-o.O-s00128-009-9752-2.pdf_5_p5_c0,docstructbench_llm-raw-scihub-o.O-dvdy.10165.pdf_7_p7_c5,docstructbench_llm-raw-scihub-o.O-ana.20363.pdf_5_p5_c2",1,True,1.0
What is the title of the article mentioned?,1,PPT_13 fallacies LALT2012_page_010_p10_c1,notes_f7f010b78016aeebd76e56d9283eb67f_113_p113_c0,0,False,0.0
What is the title of the article mentioned?,3,PPT_13 fallacies LALT2012_page_010_p10_c1,"notes_f7f010b78016aeebd76e56d9283eb67f_113_p113_c0,yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501_p501_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1",0,False,0.0
What is the title of the article mentioned?,5,PPT_13 fallacies LALT2012_page_010_p10_c1,"notes_f7f010b78016aeebd76e56d9283eb67f_113_p113_c0,yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501_p501_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1,yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501_p501_c1,docstructbench_enbook-zlib-o.O-21353024.pdf_39_p39_c3",0,False,0.0
What is the main topic of the document fragment?,1,PPT_1637904769_page_001_p1_c0,eastmoney_f4848e9d70d37f406f54c714024c5ef002832a1bf64290aa5c163665887a3e55.pdf_5_p5_c0,0,False,0.0
What is the main topic of the document fragment?,3,PPT_1637904769_page_001_p1_c0,"eastmoney_f4848e9d70d37f406f54c714024c5ef002832a1bf64290aa5c163665887a3e55.pdf_5_p5_c0,docstructbench_00039896.1983.10545823.pdf_1_p1_c1,yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501_p501_c0",0,False,0.0
What is the main topic of the document fragment?,5,PPT_1637904769_page_001_p1_c0,"eastmoney_f4848e9d70d37f406f54c714024c5ef002832a1bf64290aa5c163665887a3e55.pdf_5_p5_c0,docstructbench_00039896.1983.10545823.pdf_1_p1_c1,yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501_p501_c0,eastmoney_e42b6e1cd2d48113ff4db8854e539d828d632bf9b1757e10cb8ddb2cfc7b1393.pdf_12_p12_c3,jiaocaineedrop_jiaocai_needrop_en_1840_p1840_c0",0,False,0.0
What is the purpose of English communication?,1,PPT_1637904769_page_002_p2_c0,PPT_1637904769_page_002_p2_c0,1,True,1.0
What is the purpose of English communication?,3,PPT_1637904769_page_002_p2_c0,"PPT_1637904769_page_002_p2_c0,PPT_1637904769_page_008_p8_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-61467079.pdf_40_p40_c0",1,True,1.0
What is the purpose of English communication?,5,PPT_1637904769_page_002_p2_c0,"PPT_1637904769_page_002_p2_c0,PPT_1637904769_page_008_p8_c0,docstructbench_dianzishu_zhongwenzaixian-o.O-61467079.pdf_40_p40_c0,jiaocaineedrop_jiaocai_needrop_en_443_p443_c0,PPT_1001115_eng_page_005_p5_c0",1,True,1.0
What is one of the objectives of teaching English?,1,PPT_1637904769_page_008_p8_c0,PPT_1637904769_page_008_p8_c0,1,True,1.0
What is one of the objectives of teaching English?,3,PPT_1637904769_page_008_p8_c0,"PPT_1637904769_page_008_p8_c0,PPT_1637904769_page_001_p1_c0,PPT_1637904769_page_017_p17_c0",1,True,1.0
What is one of the objectives of teaching English?,5,PPT_1637904769_page_008_p8_c0,"PPT_1637904769_page_008_p8_c0,PPT_1637904769_page_001_p1_c0,PPT_1637904769_page_017_p17_c0,PPT_11.2013EvaluatingTraineeteacherproficiency_page_010_p10_c0,PPT_13 fallacies LALT2012_page_009_p9_c0",1,True,1.0
What should the teachers create to encourage students to learn English?,1,PPT_1637904769_page_017_p17_c0,PPT_1637904769_page_017_p17_c0,1,True,1.0
What should the teachers create to encourage students to learn English?,3,PPT_1637904769_page_017_p17_c0,"PPT_1637904769_page_017_p17_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1,PPT_esea-app101_page_003_p3_c0",1,True,1.0
What should the teachers create to encourage students to learn English?,5,PPT_1637904769_page_017_p17_c0,"PPT_1637904769_page_017_p17_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1,PPT_esea-app101_page_003_p3_c0,notes_f7f010b78016aeebd76e56d9283eb67f_90_p90_c2,jiaocaineedrop_jiaocai_needrop_en_429_p429_c0",1,True,1.0
What is the Modern English equivalent of the Old English fót?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,1,True,1.0
What is the Modern English equivalent of the Old English fót?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,jiaocaineedrop_jiaocai_needrop_en_922_p922_c2,jiaocaineedrop_jiaocai_needrop_en_2604_p2604_c5",1,True,1.0
What is the Modern English equivalent of the Old English fót?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_012_p12_c0,jiaocaineedrop_jiaocai_needrop_en_922_p922_c2,jiaocaineedrop_jiaocai_needrop_en_2604_p2604_c5,PPT_EnglishtoAmericanTransition_page_016_p16_c0,color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET写作25分 【10讲 褚连一】_第10讲第十课写作Part9小作文练习_第十课写作Part9小作文练习_page_020_p20_c1",1,True,1.0
What is the ending for the second person singular in Spanish?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,1,True,1.0
What is the ending for the second person singular in Spanish?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,PPT_EnglishtoAmericanTransition_page_009_p9_c0,notes_f7f010b78016aeebd76e56d9283eb67f_26_p26_c0",1,True,1.0
What is the ending for the second person singular in Spanish?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_014_p14_c0,PPT_EnglishtoAmericanTransition_page_009_p9_c0,notes_f7f010b78016aeebd76e56d9283eb67f_26_p26_c0,color_textbook_教材全解1+1二年级上册英语上海牛津版_page_030_p30_c0,yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501_p501_c0",1,True,1.0
What does the Turkish construction çayiçtik mean?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,1,True,1.0
What does the Turkish construction çayiçtik mean?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,jiaocaineedrop_jiaocai_needrop_en_223_p223_c1,docstructbench_dianzishu_zhongwenzaixian-o.O-61513005.pdf_179_p179_c0",1,True,1.0
What does the Turkish construction çayiçtik mean?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,"PPT_8076_MEYER_Chapter_2_-_Language_Change_page_017_p17_c0,jiaocaineedrop_jiaocai_needrop_en_223_p223_c1,docstructbench_dianzishu_zhongwenzaixian-o.O-61513005.pdf_179_p179_c0,exam_paper_2016年安徽省中考英语试题（解析）_page_003_p3_c2,color_textbook_zhonggaokao_小学_KET听说读写逐项突破_KET听说读写逐项突破之轻松搞定KET口语25分【10 褚连一】_第04讲第四课口语部分Part2详解下_第四课口语部分Part2详解下_page_001_p1_c0",1,True,1.0
Which languages were analyzed in the sample?,1,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,jiaocai_jiaocai_en_37_p37_c0,0,False,0.0
Which languages were analyzed in the sample?,3,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,"jiaocai_jiaocai_en_37_p37_c0,PPT_13 fallacies LALT2012_page_001_p1_c0,jiaocai_jiaocai_en_310_p310_c1",0,False,0.0
Which languages were analyzed in the sample?,5,PPT_8076_MEYER_Chapter_2_-_Language_Change_page_021_p21_c0,"jiaocai_jiaocai_en_37_p37_c0,PPT_13 fallacies LALT2012_page_001_p1_c0,jiaocai_jiaocai_en_310_p310_c1,docstructbench_llm-raw-scihub-o.O-hup.777.pdf_8_p8_c10,yanbaor2_yanbaoPPT_2098_p2098_c0",0,False,0.0
Which slide was provided by David Clunie?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,1,True,1.0
Which slide was provided by David Clunie?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014_p14_c0",1,True,1.0
Which slide was provided by David Clunie?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,newspaper_The Globe and Mail - 2025-1-8@magazinesclubnew_page_014_p14_c0,jiaocaineedrop_Chapter9.pdf_46_p46_c0,book_zh_CNASGL082006_extracted_page_50_p50_c0",1,True,1.0
Who provided the slide about monitor characteristic curve?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,1,True,1.0
Who provided the slide about monitor characteristic curve?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0",1,True,1.0
Who provided the slide about monitor characteristic curve?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_010_p10_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_006_p6_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,book_zh_CNASGL082006_extracted_page_50_p50_c0,PPT_BaharMartonosi_page_006_p6_c0",1,True,1.0
What is the output of the Grayscale Standard Display Function?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,1,True,1.0
What is the output of the Grayscale Standard Display Function?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,PPT_MMAT5390Lecture1_page_024_p24_c0,PPT_MMAT5390Lecture1_page_023_p23_c0",1,True,1.0
What is the output of the Grayscale Standard Display Function?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_013_p13_c0,PPT_MMAT5390Lecture1_page_024_p24_c0,PPT_MMAT5390Lecture1_page_023_p23_c0,docstructbench_llm-raw-scihub-o.O-s00348-006-0148-3.pdf_5_p5_c1,exam_paper_en-file-putnam-archive_2005_Solutions_2005s_page_007_p7_c0",1,True,1.0
What devices support color presentation state?,1,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,1,True,1.0
What devices support color presentation state?,3,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,yanbaopptmerge_yanbaoPPT_1615_p1615_c0,scihub_pssa.201330411.pdf_0_p0_c2",1,True,1.0
What devices support color presentation state?,5,PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,"PPT_B14_Claeys_Consistent Presentation of Images_v2_page_024_p24_c0,yanbaopptmerge_yanbaoPPT_1615_p1615_c0,scihub_pssa.201330411.pdf_0_p0_c2,PPT_MMAT5390Lecture1_page_024_p24_c0,yanbaor2_a6a80b48db3438977793c75185e980ee4aff22f79083427cb03ea4134f7b241f.pdf_67_p67_c4",1,True,1.0
What is the benefit of giving a good talk?,1,PPT_BaharMartonosi_page_002_p2_c0,PPT_BaharMartonosi_page_002_p2_c0,1,True,1.0
What is the benefit of giving a good talk?,3,PPT_BaharMartonosi_page_002_p2_c0,"PPT_BaharMartonosi_page_002_p2_c0,color_textbook_zhonggaokao_小学_13.人教新起点英语（4-5年级）_人教新起点五年级英语上册_课本_人教新起点英语5A电子课本_page_010_p10_c0,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0",1,True,1.0
What is the benefit of giving a good talk?,5,PPT_BaharMartonosi_page_002_p2_c0,"PPT_BaharMartonosi_page_002_p2_c0,color_textbook_zhonggaokao_小学_13.人教新起点英语（4-5年级）_人教新起点五年级英语上册_课本_人教新起点英语5A电子课本_page_010_p10_c0,jiaocaineedrop_jiaocai_needrop_en_961_p961_c0,PPT_BaharMartonosi_page_005_p5_c0,jiaocaineedrop_jiaocai_needrop_en_1303_p1303_c2",1,True,1.0
What should be skipped if time is short during a talk?,1,PPT_BaharMartonosi_page_005_p5_c0,PPT_BaharMartonosi_page_005_p5_c0,1,True,1.0
What should be skipped if time is short during a talk?,3,PPT_BaharMartonosi_page_005_p5_c0,"PPT_BaharMartonosi_page_005_p5_c0,jiaocaineedrop_jiaocai_needrop_en_397_p397_c1,PPT_BaharMartonosi_page_008_p8_c0",1,True,1.0
What should be skipped if time is short during a talk?,5,PPT_BaharMartonosi_page_005_p5_c0,"PPT_BaharMartonosi_page_005_p5_c0,jiaocaineedrop_jiaocai_needrop_en_397_p397_c1,PPT_BaharMartonosi_page_008_p8_c0,exam_paper_2018年广西北海、钦州、南宁、来宾、崇左、防城港、北部湾经济区中考英语试题（空白卷）_page_003_p3_c1,exam_paper_2004-2019上海高考英语听力原文和答案_page_010_p10_c1",1,True,1.0
What is the purpose of the background section in the project talk outline?,1,PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_006_p6_c0,1,True,1.0
What is the purpose of the background section in the project talk outline?,3,PPT_BaharMartonosi_page_006_p6_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,yanbaor2_ey-icl-barking-and-dagenham-case-study.pdf_10_p10_c1",1,True,1.0
What is the purpose of the background section in the project talk outline?,5,PPT_BaharMartonosi_page_006_p6_c0,"PPT_BaharMartonosi_page_006_p6_c0,PPT_BaharMartonosi_page_007_p7_c0,yanbaor2_ey-icl-barking-and-dagenham-case-study.pdf_10_p10_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c1,yanbaor2_yanbaoPPT_2098_p2098_c0",1,True,1.0
What is the main body of the talk according to the outline?,1,PPT_BaharMartonosi_page_007_p7_c0,PPT_BaharMartonosi_page_007_p7_c0,1,True,1.0
What is the main body of the talk according to the outline?,3,PPT_BaharMartonosi_page_007_p7_c0,"PPT_BaharMartonosi_page_007_p7_c0,PPT_BaharMartonosi_page_006_p6_c0,jiaocaineedrop_jiaocai_needrop_en_397_p397_c1",1,True,1.0
What is the main body of the talk according to the outline?,5,PPT_BaharMartonosi_page_007_p7_c0,"PPT_BaharMartonosi_page_007_p7_c0,PPT_BaharMartonosi_page_006_p6_c0,jiaocaineedrop_jiaocai_needrop_en_397_p397_c1,jiaocaineedrop_biz-96816.pdf_48_p48_c0,jiaocaineedrop_biz-96816.pdf_48_p48_c1",1,True,1.0
What should be done to make the audience want to learn more?,1,PPT_BaharMartonosi_page_008_p8_c0,PPT_BaharMartonosi_page_008_p8_c0,1,True,1.0
What should be done to make the audience want to learn more?,3,PPT_BaharMartonosi_page_008_p8_c0,"PPT_BaharMartonosi_page_008_p8_c0,book_en_搬书匠-3289-The Successful Software Manager-2019-英文版_page_241_p241_c1,PPT_1637904769_page_017_p17_c0",1,True,1.0
What should be done to make the audience want to learn more?,5,PPT_BaharMartonosi_page_008_p8_c0,"PPT_BaharMartonosi_page_008_p8_c0,book_en_搬书匠-3289-The Successful Software Manager-2019-英文版_page_241_p241_c1,PPT_1637904769_page_017_p17_c0,color_textbook_zhonggaokao_小学_13.人教新起点英语（4-5年级）_人教新起点五年级英语下册_课本_人教新起点英语5B电子课本_page_011_p11_c0,exam_paper_2004-2019上海高考英语听力原文和答案_page_002_p2_c0",1,True,1.0
What is the purpose of communicating ideas in the service of professional goals?,1,PPT_BaharMartonosi_page_010_p10_c0,PPT_BaharMartonosi_page_010_p10_c0,1,True,1.0
What is the purpose of communicating ideas in the service of professional goals?,3,PPT_BaharMartonosi_page_010_p10_c0,"PPT_BaharMartonosi_page_010_p10_c0,magazine_TheEconomist.2023.11.18_page_071_p71_c3,magazine_TheEconomist.2023.12.02_page_056_p56_c2",1,True,1.0
What is the purpose of communicating ideas in the service of professional goals?,5,PPT_BaharMartonosi_page_010_p10_c0,"PPT_BaharMartonosi_page_010_p10_c0,magazine_TheEconomist.2023.11.18_page_071_p71_c3,magazine_TheEconomist.2023.12.02_page_056_p56_c2,magazine_TheEconomist.2023.11.18_page_071_p71_c4,yanbaor2_f832cad1f46c067198e9df95ae7b150213f16805037c1a5725e72245010d3e97.pdf_3_p3_c1",1,True,1.0
What is the formula for slope?,1,PPT_CalculusReview_page_002_p2_c0,PPT_CalculusReview_page_002_p2_c0,1,True,1.0
What is the formula for slope?,3,PPT_CalculusReview_page_002_p2_c0,"PPT_CalculusReview_page_002_p2_c0,docstructbench_llm-raw-scihub-o.O-s00374-004-0768-9.pdf_2_p2_c8,docstructbench_llm-raw-scihub-o.O-s003950050126.pdf_6_p6_c2",1,True,1.0
What is the formula for slope?,5,PPT_CalculusReview_page_002_p2_c0,"PPT_CalculusReview_page_002_p2_c0,docstructbench_llm-raw-scihub-o.O-s00374-004-0768-9.pdf_2_p2_c8,docstructbench_llm-raw-scihub-o.O-s003950050126.pdf_6_p6_c2,docstructbench_llm-raw-scihub-o.O-s001280000131.pdf_5_p5_c2,jiaocaineedrop_jiaocai_needrop_en_1473_p1473_c1",1,True,1.0
What is the derivative of a straight line according to the given formula?,1,PPT_CalculusReview_page_004_p4_c0,PPT_CalculusReview_page_004_p4_c0,1,True,1.0
What is the derivative of a straight line according to the given formula?,3,PPT_CalculusReview_page_004_p4_c0,"PPT_CalculusReview_page_004_p4_c0,jiaocaineedrop_jiaocai_needrop_en_2604_p2604_c4,jiaocaineedrop_jiaocai_needrop_en_1435_p1435_c1",1,True,1.0
